,id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,Ga_0,Ga_1,Ga_2,Ga_3,Ga_4,Ga_5,Al_0,Al_1,Al_2,Al_3,Al_4,Al_5,O_0,O_1,O_2,O_3,O_4,O_5,In_0,In_1,In_2,In_3,In_4,In_5
692,693,227,40.0,0.8125,0.0625,0.125,9.665,5.6613,14.3634,99.1028,100.6816,31.3967,0.1974,2.6277,0.0,0.0,0.0,0.0,0.0,0.0,-1.7908154020052647,8.194177860115518,-12.743380645647758,-4.904029741753985,14.534196047653023,-3.2901481183615395,-5.186266880056241,15.09853705426452,-15.251808214628078,-10.840328993057163,20.438075094684326,-4.258208061207358,-2.810745307645113,2.827289716196671,6.177105633147244,-0.1646031570666269,-3.3663603255021295,-2.662686559130044
693,694,167,30.0,0.9167,0.0833,0.0,4.8328,4.8326,13.1683,89.9848,90.016,120.0018,0.015,5.2457,0.0,0.0,0.0,0.0,0.0,0.0,-8.242945094517184,-2.865146400590552,-7.212848389798267,2.995342902091417,15.455793484315446,-0.1301965015008641,-11.784107040413364,-4.309047981152364,-6.437302013306253,5.243388764214636,18.221409053719615,-0.9343407830622684,0,0,0,0,0,0
694,695,206,80.0,0.0625,0.0312,0.9062,10.181000000000001,10.181000000000001,10.1813,90.0006,90.0007,89.9991,0.0674,0.9641,0.0,0.0,0.0,0.0,0.0,0.0,-2.5584758620221018,-1.4489255783384065,-2.4725588264629836,1.4655159480310893,5.031034688485083,-0.016590369692685295,-8.405396187946133,-13.678160340600222,-7.643374452478924,14.118097519773785,16.048770640425065,-0.4399371791735634,13.576450195351129,-2.103391472344744,-8.779249160479448,-9.705302420871309,-4.797201034871677,11.808693893216052
695,696,12,20.0,0.375,0.0,0.625,12.1835,3.2061,6.4421,89.9999,105.4406,90.0001,0.1889,1.6792,0.0,0.0,0.0,0.0,0.0,0.0,-2.295895466094705,-2.3476006917465604,-1.359083231100984,2.786219337139918,3.654978697195689,-0.4386186453933597,11.910166477020283,-1.0824662428269352,-8.02887890115893,-4.121359747556739,-3.881287575861349,5.203825990383675,9.006866251618678,-0.5586600776829974,-6.30289664194285,-1.8178686073227976,-2.703969609675827,2.376528685005795
696,697,194,80.0,0.0,0.8438,0.1562,6.5005,6.5004,24.2999,89.9949,90.0061,119.992,0.132,1.6904,-20.27945591924849,-7.157347845672326,-18.667277500747016,7.357627630851227,38.94673341999552,-0.20027978517889503,0.0,0.0,0.0,0.0,0.0,0.0,-28.902648749671556,-9.978346155746042,-27.873550565436048,10.099654227241155,56.77619931510763,-0.12130807149510192,-5.907715092600145,1.7691536284229439,-9.410665267500987,-1.5185472319838775,15.31838036010113,-0.2506063964390653
697,698,194,80.0,0.4062,0.0,0.5938,6.6914,6.6909,24.5569,90.0181,90.0088,119.9909,0.2092,1.0881,0.0,0.0,0.0,0.0,0.0,0.0,-15.23556768487809,-5.136337451870054,-13.594821483952353,5.33497939214939,28.830389168830436,-0.19864194027933896,-29.57149846897135,-10.227080988037498,-27.99180924471253,10.41591375697966,57.563307713683855,-0.18883276894216594,-15.195877858445506,5.844262040759233,-15.923910725153894,-5.7538181575219856,31.119788583599394,-0.09044388323724568
698,699,33,80.0,0.7188,0.25,0.0312,9.9431,8.5401,9.1682,90.0036,90.0022,90.0014,0.0968,3.5516,-3.0595261905684827,3.7212782077455993,6.445307854931693,-0.12349469327964409,-3.38578166436321,-3.597783514465957,-7.787750148692639,-7.3843585167977785,-3.9594849881972363,9.184179371650357,11.747235136889875,-1.799820854852573,-9.12524338098481,-12.27177537883958,16.796302970364344,-0.7293559657913531,-7.671059589379535,13.001131344630931,0,0,0,0,0,0
699,700,206,80.0,0.0938,0.0,0.9062,10.1679,10.1679,10.1682,90.0005,90.0006,89.9993,0.0606,1.0647,0.0,0.0,0.0,0.0,0.0,0.0,-3.6843654132323476,-1.9132845811604495,5.035207987979106,-0.6991321510543279,-1.3508425747467618,2.612416732214775,-8.860860324637983,-13.362851605193807,-7.142544019580561,14.354887249375057,16.00340434421854,-0.9920356441812445,-9.767768180884268,-9.240859547739692,-3.571350776224767,12.626940705660294,13.339118957109035,-3.3860811579206005
700,701,227,40.0,0.0625,0.1875,0.75,6.3716,6.3713,15.5769,89.98299999999999,90.0171,119.9918,0.2642,0.5816,-6.1746838371497645,-1.4868865469456332,-2.5611966041094383,1.962482626603259,8.735880441259201,-0.47559607965762396,0.0,0.0,0.0,0.0,0.0,0.0,-13.950364718429737,-6.919110657001737,-10.223976602466843,7.66866160256619,24.174341320896588,-0.7495509455644432,-9.74182865591391,-4.764085257417234,-6.499114893237471,5.4434399244216864,16.240943549151382,-0.6793546670044504
701,702,206,80.0,0.75,0.25,0.0,9.0894,9.0888,9.089,90.0034,90.0041,89.9976,0.09300000000000001,4.086,-4.544314903918621,-4.603848480153218,-2.975913847231667,5.291785096240354,7.52022875115029,-0.6879366160871385,-8.950288476089359,-6.024481135277097,10.285510068099997,-3.9478432278479154,-1.3352215920106318,9.972324363125015,-10.461908576532723,-9.796766777264793,-3.253955970768621,13.957955786014553,13.715864547301349,-4.16118900874976,0,0,0,0,0,0
702,703,33,40.0,0.125,0.0625,0.8125,5.5436,9.4324,10.0577,90.0006,89.9971,90.0003,0.2514,0.9171,0.0,0.0,0.0,0.0,0.0,0.0,-3.960493348311479,-1.076930170688628,-3.3646614480319523,1.1369563989605485,7.325154796343431,-0.06002622827192003,-2.501827580650476,9.930902058385508,12.005462842218058,-3.2327839119670476,-9.503635261567583,-6.698118146418459,-1.7291727653780704,6.154407599136671,8.634902083961855,-2.050022174980057,-6.905729318583783,-4.104385424156618
703,704,227,40.0,0.0,0.25,0.75,6.39,6.3817,15.6879,90.0141,85.8142,119.9694,0.2662,0.4244,-4.27719072055651,-2.3807880679775124,-4.183761861262599,2.39837915826373,8.460952581819107,-0.017591090286218296,0.0,0.0,0.0,0.0,0.0,0.0,-12.869071033148932,-7.379383959480288,-11.642715660241057,7.629691572041021,24.511786693389986,-0.25030761256073664,-9.012154926128147,-4.618118151140202,-6.302406769371055,5.197012327170251,15.314561695499199,-0.5788941760300499
704,705,33,80.0,0.7188,0.125,0.1562,10.0817,8.645,9.2743,90.0041,90.0019,90.001,0.1761,2.8878,-2.253766610433291,2.7031638384846857,-2.437404952891337,-2.633527982635673,4.69117156332463,-0.06963585584901029,-0.7823648654091253,11.018583101734837,10.739505877629645,-4.884512643593147,-9.957141012220525,-6.1340704581416885,-9.33228591663809,-12.378087833229676,16.99349137695493,-0.8389793150272133,-7.66120546031684,13.217067148256897,-2.69359975936896,-1.451342097299839,-1.234562540793077,1.8615057612720392,3.928162300162036,-0.4101636639722004
705,706,194,80.0,0.0,0.3125,0.6875,6.8917,6.8912,24.9836,90.0046,89.9904,119.9862,0.0871,0.9692,-13.67178582013224,-4.924242700125625,-11.320187498986284,5.243139747440888,24.991973319118525,-0.3188970473152614,0.0,0.0,0.0,0.0,0.0,0.0,-29.286124089916928,-10.616711298743844,-28.882412935646613,10.66594780650028,58.16853702556354,-0.049236507756444656,-16.39514423960502,6.287494616652816,-18.43757475645088,-6.046426472008853,34.832718996055895,-0.24106814464396423
706,707,206,80.0,0.375,0.4688,0.1562,9.3851,9.3848,9.3847,90.0038,90.0038,89.9961,0.1683,2.5356,-2.4558364906363477,9.141569396667734,-7.299933613341424,-6.545215077587946,9.755770103977772,-2.5963543190797944,7.617528050083141,-0.9501799513614283,-5.014784545715008,-4.026091165963938,-2.6027435043681346,4.976271117325366,-8.8436650744394,-11.86578208250499,-5.855027715382942,13.591139767368722,14.69869278982234,-1.725357684863729,-0.805889285209876,4.419299335880182,-4.883256988797402,-2.714946225552125,5.68914627400728,-1.7043531103280583
707,708,206,80.0,0.0,0.4688,0.5312,9.8747,9.8747,9.8746,90.0029,90.0025,89.9962,0.1257,1.2028,-5.239384869460618,-5.464378688785673,7.601055260854066,-1.5783754582073448,-2.361670391393448,7.042754146993019,0.0,0.0,0.0,0.0,0.0,0.0,-7.226345829668553,13.792634169186845,-8.33240862308168,-13.154091816548997,15.558754452750229,-0.6385423526378478,-8.48805401685378,-7.577277515159274,-2.4702440454008734,10.972926560426517,10.958298062254652,-3.3956490452672417
708,709,227,40.0,0.0625,0.625,0.3125,6.1377,6.1351,15.0644,90.0277,88.1847,120.008,0.3287,0.2022,-11.85749717981696,-2.677428105016594,-4.484169858660804,3.625363781967114,16.34166703847776,-0.947935676950522,0.0,0.0,0.0,0.0,0.0,0.0,-14.308287452925782,-6.332713170475527,-9.23602591851597,7.312604718849279,23.544313371441753,-0.9798915483737451,-3.710412100949697,-1.9385169676446077,-3.314325298364691,2.012781048434397,7.024737399314389,-0.07426408078978862
709,710,33,40.0,0.0,0.5,0.5,5.3995,9.22,9.8402,89.9983,89.9989,90.0001,0.0885,1.3463,-4.245270917074179,-3.878774525988715,-1.2452225850581564,5.6063578885191205,5.490493502132335,-1.7275833625304073,0.0,0.0,0.0,0.0,0.0,0.0,-2.3057337288716466,9.72136528375077,11.691550044712896,-3.265496641737221,-9.385816315841245,-6.45586864201355,-2.0724720309701756,4.208574986702074,-6.818322444103022,-2.9371306755989406,8.890794475073198,-1.2714443111031362
710,711,206,80.0,0.0938,0.0625,0.8438,10.1125,10.1124,10.1127,90.0008,90.0009,89.9989,0.0816,1.1048,-2.056369068368758,1.2601609810193448,-3.0017270798258004,-1.1123533622380068,5.058096148194558,-0.1478076187813379,-3.665403381800767,-1.9016998745269096,5.007427335541213,-0.6958664875938557,-1.3420239537404486,2.597566362120763,-8.651107760017121,-13.395619932698107,-7.275844427221645,14.189597711308759,15.926952187238761,-0.7939777786106467,13.132643306013792,-0.7411152823030918,-5.892047462712865,11.19642357731995,-7.240595843300928,-10.455308295016854
711,712,206,80.0,0.6875,0.0938,0.2188,9.3096,9.309,9.3093,90.0021,90.0029,89.9986,0.2404,2.9360000000000004,-1.1959334801398407,1.181744941469939,-2.0514018699557712,-0.9909550607363161,3.247335350095612,-0.19078988073362246,-1.830843013999461,10.128205978759496,-8.521033756232807,-6.53789436362672,10.351876770232263,-3.5903116151327774,-11.411666466981949,-9.234470131126475,-2.2919508255378447,14.499412337224802,13.703617292519791,-5.26494220609833,7.441527311247819,-1.3684129206727862,-5.291642821081764,-4.177600710848672,-2.149884490166056,5.546013631521462
712,713,194,80.0,0.3438,0.3438,0.3125,6.5029,6.5027,24.2419,90.0121,90.0051,119.9939,0.3176,1.4332,-10.371933990939784,3.327957074077108,-10.942968742531418,-3.2690449681584943,21.3149027334712,-0.05891210591861128,-15.975123632453755,-4.551273520729252,-10.693476144011225,5.19465914017767,26.66859977646497,-0.6433856194484253,-29.313486169333366,-9.930239150151587,-27.567852950259418,10.13550523865975,56.88133911959278,-0.205266088508161,-10.167295904778113,3.7951128777012166,-14.153315149910506,-3.401927298264342,24.32061105468861,-0.39318557943687477
713,714,227,40.0,0.0,0.3125,0.6875,6.3524,6.3524,15.6071,89.9991,89.9945,120.0011,0.3168,0.4905,6.886610157560229,-1.7171150189336493,-0.01049431805829441,3.4421040305255377,-6.876115839501933,-1.7249890115918887,0.0,0.0,0.0,0.0,0.0,0.0,-12.795726502682019,-7.3462294567752435,-11.119395779388466,7.6977316557537865,23.915122282070485,-0.35150219897854706,-6.754450908607358,3.5691191991499798,-8.890431219358325,-3.2584010017425222,15.644882127965687,-0.31071819740745554
714,715,12,80.0,0.0,0.5,0.5,24.7897,6.4489,6.3896,90.0003,105.0105,90.0,0.017,1.265,29.79194962464164,-0.07024499505009232,-14.597384535022329,5.291661758070325,-15.194565089619315,-5.221416763020237,0.0,0.0,0.0,0.0,0.0,0.0,53.44690334021132,-0.2720854949560319,-27.982813291016907,-8.524373117823393,-25.464090049194414,8.796458612779425,31.68236135883114,-0.29126931328446776,-17.50725014791317,-4.008498684150572,-14.175111210917969,4.29976799743504
715,716,12,80.0,0.0,0.0938,0.9062,24.6825,6.6763,6.808,90.0004,105.9639,90.0,0.1919,0.7821,9.367734004090543,-0.6723072629750517,-7.309818263735495,-1.46262183526885,-2.057915740355048,2.1349290982439033,0.0,0.0,0.0,0.0,0.0,0.0,52.42710793425935,-0.32510893366348353,-27.615992188485613,-8.95256424001298,-24.811115745773726,9.277673173676469,41.60974056093222,-0.12305086636235202,-21.393878345750235,-6.458055868306075,-20.215862215181986,6.5811067346684275
716,717,33,80.0,0.9375,0.0625,0.0,9.8062,8.4267,9.0582,90.0055,90.0024,90.0013,0.0507,4.5326,4.40303738196114,-0.5785649667293353,-1.2825083018349808,2.368238722453601,-3.12052908012616,-1.7896737557242668,-1.8785655750435797,10.620604811175234,-9.870280052124386,-6.6945976967375955,11.748845627167967,-3.926007114437638,-8.895197875386051,-12.16593197216605,16.581505019934024,-0.6060407214904808,-7.686307144547973,12.771972693656533,0,0,0,0,0,0
717,718,33,40.0,0.25,0.3125,0.4375,5.3064,9.0679,9.6918,90.0007,89.9999,90.0004,0.1966,1.7178,-0.5115212757824719,2.4508958191606336,-4.984624690749343,-1.4048744132061755,5.496145966531814,-1.0460214059544568,-2.298146011993081,4.582467167412947,-4.010674820128158,-3.8220029644150775,6.308820832121241,-0.76046420299787,-2.196133935194946,9.608034190384956,11.48054390502311,-3.2797760545051995,-9.284409969828161,-6.32825813587975,-2.0652236514592355,4.104869887047092,-4.115977677032539,-3.287356814699775,6.181201328491778,-0.817513072347314
718,719,194,80.0,0.5,0.0,0.5,6.5929,6.5924,24.3657,90.0168,90.0124,119.9929,0.3639,0.9587,0.0,0.0,0.0,0.0,0.0,0.0,-15.62372020881023,4.80215898374348,-15.895836678540505,-4.774599441336144,31.51955688735074,-0.027559542407337684,-29.58501086890166,-10.052275049732305,-27.649718809075374,10.281458232678993,57.234729677977064,-0.22918318294668594,-14.827753766398772,-5.914841782035041,-13.201580306546987,6.1481269000083625,28.02933407294575,-0.2332851179733195
719,720,227,40.0,0.9375,0.0625,0.0,9.8659,5.6826,13.8649,90.5424,90.6241,29.7608,0.2164,2.5386,0.0,0.0,0.0,0.0,0.0,0.0,-10.143189854178559,-8.463442887032926,13.37645689226442,-3.520933722501247,-3.23326703808586,11.984376609534175,-7.568960065160003,12.016015173368837,20.43216314520676,-1.9106473846240788,-12.863203080046771,-10.105367788744767,0,0,0,0,0,0
720,721,33,80.0,0.5312,0.0312,0.4375,10.4814,8.9557,9.5844,90.0034,90.0005,90.0006,0.2816,1.903,0.0,0.0,0.0,0.0,0.0,0.0,-1.9134065315546274,8.714588981806953,10.139361146011108,-2.9953888453580575,-8.22595461445648,-5.719200136448903,-9.952272590919343,-12.678881525038443,17.57488909586338,-1.1722364100682745,-7.622616504944036,13.85111793510673,-7.6468341117335585,-3.936825633201119,-0.9748485944216938,6.6739024775522475,8.621682706155257,-2.737076844351126
721,722,227,40.0,0.5625,0.125,0.3125,10.2374,5.9295,14.5988,90.9038,91.0482,30.3148,0.4734,1.1483,-4.898873923152155,-2.928243722563136,7.247781711579614,-0.7780727225519478,-2.3489077884274554,3.7063164451150845,-1.3937052700140298,5.82311490624236,-12.032066701922902,-3.389742543970651,13.42577197193693,-2.4333723622717085,-1.094489550348484,16.15653925050318,19.539890400614887,-7.379979729459599,-18.44540085026641,-8.776559521043577,-2.6622769332507703,4.11525705474614,9.64527141343043,-1.069315554630226,-6.98299448017966,-3.045941500115911
722,723,194,80.0,0.2188,0.75,0.0312,6.3356,6.3356,23.9744,90.0099,90.00299999999999,119.9967,0.2375,2.16,-19.8242306114005,-6.434926081423652,-17.20479930820764,6.7457255778156195,37.02902991960812,-0.31079949639197046,-7.367921568821041,2.8745326334604906,-10.442459379456917,-2.561719508586629,17.810380948277956,-0.31281312487386065,-29.00162087054338,-9.67737209812107,-27.253427069491963,9.8799613791548,56.25504794003534,-0.2025892810337284,0,0,0,0,0,0
723,724,167,30.0,0.5,0.0,0.5,5.1951,5.1948,13.9368,89.9928,90.0071,120.0015,0.244,2.2564,0.0,0.0,0.0,0.0,0.0,0.0,-5.188887605189213,2.277127903836967,-6.071788353112082,-2.1611329770169054,11.26067595830129,-0.1159949268200592,-12.592706413449672,-4.57284370437854,-6.643295201354041,5.624098218720859,19.236001614803715,-1.0512545143423162,-7.187424422079713,-1.7811473294513123,-4.693102220789767,2.0492090414738544,11.880526642869484,-0.2680617120225414
724,725,227,40.0,0.625,0.0625,0.3125,5.9814,5.9811,14.5814,90.0278,89.988,120.0008,0.3326,1.3726,0.0,0.0,0.0,0.0,0.0,0.0,-9.151404048481625,-3.2264769894740564,-4.125455930370071,4.1583130760022975,13.276859978851693,-0.9318360865282412,-13.052657711052161,-6.493098602180139,-9.519929113081245,7.207855748869509,22.5725868241334,-0.7147571466893722,-6.529722690086219,-3.288485270595801,-6.331554707074949,3.3224392222428016,12.861277397161171,-0.033953951647001386
725,726,167,30.0,0.0833,0.9167,0.0,5.0391,5.0386,13.584000000000001,89.9993,90.00200000000001,120.0,0.0744,2.5991,-8.55468417099801,-2.940420937171446,-7.40859010508526,3.084611359142795,15.963274276083274,-0.14419042197134777,0.0,0.0,0.0,0.0,0.0,0.0,-12.211536744086207,-4.4650731985893835,-6.5403945254556195,5.466249022870618,18.751931269541824,-1.0011758242812365,0,0,0,0,0,0
726,727,206,80.0,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.00399999999999,90.0043,89.9965,0.0981,3.6205,-7.229037612338901,-5.020801510555659,-2.5019244207567573,6.960972960883217,9.730962033095656,-1.940171450327559,-7.292515318258078,-5.4668404152450405,10.110999663702136,-1.8917083871201528,-2.81848434544406,7.358548802365191,-9.536441512285045,-10.837546358123356,-4.618143259898466,13.676893160688488,14.154584772183508,-2.8393468025651254,0,0,0,0,0,0
727,728,167,60.0,0.0,0.625,0.375,10.5083,5.2536,14.0461,90.0003,89.9997,120.0003,0.1466,1.5327,-5.962872996260351,6.652303428890601,-9.922373756998514,-5.631682388803449,15.885246753258867,-1.0206210400871543,0.0,0.0,0.0,0.0,0.0,0.0,-12.321771514219105,-12.18432178393079,-11.739272067387843,12.382570334830172,24.061043581606953,-0.19824855089938534,-3.3358781803314472,6.369397342883046,-9.360110194586635,-4.629709461837745,12.69598837491808,-1.7396878810453038
728,729,33,80.0,0.5625,0.25,0.1875,10.1894,8.7335,9.3604,90.0028,90.0016,90.001,0.2078,2.5688,-0.26587205058577107,5.779038262007013,7.280236623741991,-2.7282885308661453,-7.0143645731562225,-3.050749731140869,9.212162067461929,-3.8406368326460076,-1.0822416824845684,9.450578471754675,-8.129920384977368,-5.6099416391086665,-9.511566403595014,-12.459938228350959,17.159968103489785,-0.9357695528297748,-7.648401699894769,13.39570778118074,-3.069206858454788,-2.103808427232623,-1.5421199073734266,2.625905808980207,4.611326765828217,-0.5220973817475807
729,730,227,40.0,0.5625,0.4375,0.0,9.9771,5.7367,14.1381,93.5941,93.0715,30.1257,0.1212,3.0249,-3.9334213014576207,7.171768840829298,11.978098851867061,-1.4725719785566358,-8.044677550409444,-5.69919686227266,-0.8985887198942119,4.745298206148275,-11.194565217618184,-2.6473049041966554,12.093153937512398,-2.097993301951618,-0.44921585608523285,16.036692586691725,18.46594800450308,-7.722153556453574,-18.016732148417848,-8.314539030238151,0,0,0,0,0,0
730,731,194,80.0,0.5312,0.125,0.3438,6.4675,6.4671,24.1411,90.0149,90.0103,119.9954,0.4065,1.3395,-5.731735235616642,1.4496264205841585,-6.363615926738882,-1.4000033327869568,12.095351162355524,-0.04962308779720098,-15.368992481589867,-6.2493858333583425,-13.898932616622306,6.462210481263161,29.267925098212174,-0.2128246479048159,-29.498803790540645,-9.84379557222674,-27.298794266972614,10.101314871311466,56.79759805751324,-0.25751929908472504,-13.866342441940846,-3.816536640523815,-13.506270425989245,3.8501537046746623,27.3726128679301,-0.03361706415084324
731,732,33,80.0,0.4688,0.3438,0.1875,10.2333,8.7709,9.3962,90.0019,90.0015,90.001,0.172,2.333,-0.6346675002003331,6.700194426990037,7.972859738326723,-2.9334966114226977,-7.338192238126391,-3.766697815567338,8.98802365536505,-1.076110084526649,-5.55894749873804,-6.273696473616428,-3.4290761566270116,7.349806558143083,-9.588077867107316,-12.493073243676784,17.23021445676217,-0.9774221528852848,-7.642136589654853,13.470495396562075,-3.550185620871474,-2.901218293382213,-3.1676658808038747,3.0134808310447196,6.717851501675348,-0.11226253766250438
732,733,12,20.0,0.25,0.5,0.25,12.2979,3.1189,6.082000000000001,89.9999,104.4479,90.0001,0.2141,1.7737,4.883664467701875,-0.7668641307520251,-4.0418512642752935,-1.372066011066621,-0.8418132034265828,2.1389301418186464,-0.626930910420227,2.4676395863921243,-2.4665923824559655,-1.6511778904428582,3.0935232928761915,-0.8164616959492668,12.27464846550102,-0.9760732423404224,-8.19927599530811,-3.8698329992069236,-4.075372470192911,4.845906241547343,8.182305577964298,-0.07110785404833771,-5.094624539194573,-0.39930599107538306,-3.0876810387697264,0.4704138451237206
733,734,227,40.0,0.75,0.0,0.25,10.0948,5.8455,14.3871,90.7964,90.9226,30.291,0.4536,1.6914,0.0,0.0,0.0,0.0,0.0,0.0,-8.918274575730447,-6.669319831666978,11.79272714361793,-2.7481890021674236,-2.8744525678874844,9.417508833834404,-7.909629096212498,12.387589538225617,21.10052211387292,-1.9078282261316397,-13.190893017660432,-10.47976131209398,8.614274861139524,-2.2463021624721415,-2.0499381073394045,7.5526666482355855,-6.564336753800122,-5.3063644857634396
734,735,12,80.0,0.0938,0.625,0.2812,24.75,6.2998,6.1459,90.0001,104.4779,90.0001,0.1922,1.4373,37.2713848176911,-0.1015884053336341,-19.213410885047246,-4.86467159621945,-18.057973932643854,4.966260001553087,16.439683430232574,-0.1652555777334368,-9.147398647916047,-2.1140697562782504,-7.2922847823165355,2.2793253340116872,53.759068796357184,-0.2506405766302101,-28.084173058643174,-8.26362930572274,-25.674895737714014,8.514269882352954,15.94598616285779,-0.11781356806211217,-8.34315357219113,-3.74752361507806,-7.602832590666667,3.865337183140172
735,736,194,80.0,0.0,0.5625,0.4375,6.7075,6.7072,24.6617,89.99700000000001,89.9988,119.9887,0.0619,1.2523,-16.480118664156347,-6.8172462996650305,-14.015138575323302,7.1947845372323656,30.49525723947965,-0.3775382375673335,0.0,0.0,0.0,0.0,0.0,0.0,-29.10568015711994,-10.315820411389614,-28.407489626550937,10.399646678270258,57.51316978367088,-0.08382626688065277,-13.45934862508496,3.355361436148328,-15.985032284226136,-3.1688175000933057,29.4443809093111,-0.18654393605501823
736,737,227,40.0,0.125,0.875,0.0,10.2196,5.8443,14.562000000000001,96.0156,94.8285,30.0816,0.1168,1.9526,-1.8523576236148618,9.140773681895507,15.597534520396296,-3.7048235887314847,-13.745176896781441,-5.435950093164023,-2.1112274886907048,1.5305622165368544,-4.976912614808236,-1.167023864825239,7.088140103498939,-0.36353835171161664,-1.3041643990673177,16.367784610608737,-18.03157389113936,-9.04077553029375,19.335738290206677,-7.327009080314988,0,0,0,0,0,0
737,738,194,80.0,0.5625,0.125,0.3125,6.4347,6.4344,24.0774,90.0148,90.0104,119.9962,0.3806,1.3279,-9.370879039519185,2.2891245162657863,-10.25640643032116,-2.221292119021096,19.627285469840334,-0.0678323972446898,-14.02969571451412,-6.272966542739016,-12.423229936456828,6.532182144835938,26.452925650970943,-0.259215602096917,-29.503245703012748,-9.785867372753657,-27.18487282800421,10.05636314389301,56.688118531016976,-0.27049577113936063,-13.323097819302678,-3.134010846264632,-12.375191347534992,3.2120375757264403,25.698289166837668,-0.07802672946180858
738,739,12,20.0,0.5,0.0,0.5,12.135,3.1533,6.287999999999999,89.9997,105.179,90.0001,0.4046,1.4538,0.0,0.0,0.0,0.0,0.0,0.0,8.299959889722423,-0.39742311332013947,-5.359841480322359,-1.8461066744702967,-2.940118409400069,2.2435297877904374,11.925162182232867,-1.0503445237789009,-8.032126820665539,-4.014058962061016,-3.893035361567324,5.06440348583992,4.670461243791334,-1.2553210787680102,-3.930176868337351,-2.1292952796508775,-0.7402843754539852,3.3846163584188838
739,740,12,80.0,0.2188,0.7812,0.0,24.6943,6.1068,5.8324,89.9999,103.7358,90.0001,0.0277,2.3759,42.233980959657295,-0.1899962623045634,-22.153127991280776,-5.713327334256528,-20.080852968376508,5.903323596561094,12.592066225003782,-0.08063381032007773,-5.991774906576321,2.5431572388399823,-6.6002913184274625,-2.4625234285199022,54.15611257260821,-0.22371054363428355,-28.208034753802316,-7.929421885145656,-25.94807781880588,8.153132428779942,0,0,0,0,0,0
740,741,227,40.0,0.5,0.3125,0.1875,10.1576,5.8797,14.2696,88.9844,88.8314,30.2599,0.3908,1.1917,-0.15353882630016183,2.585253840150627,10.447621368425438,-1.263921213783063,-10.294082542125276,-1.3213326263675622,-5.274134747308426,6.574067466028286,10.899167695417688,-0.13960302803974234,-5.625032948109261,-6.434464437988542,-3.0113938099761777,15.769831003184574,20.14599316877617,-5.9741691220021655,-17.134599358799992,-9.795661881182408,-0.7846626071683053,3.71117171447308,8.618821955473418,-1.590100445866843,-7.834159348305116,-2.1210712686062365
741,742,12,80.0,0.25,0.75,0.0,24.6618,6.098,5.8260000000000005,89.9998,103.7468,90.0001,0.0014,2.2826,35.53258422912227,-0.07067376149391717,-18.0971098929756,-5.657876000164293,-17.435474336146665,5.7285497616582175,25.958779982666634,-0.15228906733642578,-14.072081344589597,-2.6372738398991946,-11.886698638077032,2.78956290723562,54.074355670559456,-0.22566664303730638,-28.176750466421012,-7.918321068148923,-25.89760520413845,8.143987711186224,0,0,0,0,0,0
742,743,227,40.0,0.0625,0.625,0.3125,6.1355,6.1358,14.9172,90.0122,89.9834,119.9986,0.3092,0.9359999999999999,-9.718180509028086,-4.41531564037937,-6.262443299145178,5.101289857793687,15.980623808173265,-0.685974217414321,0.0,0.0,0.0,0.0,0.0,0.0,-13.527768727005228,-6.637720575899163,-9.706196585329227,7.407799609387004,23.233965312334455,-0.7700790334878416,-4.425208706635122,2.0092981242790597,-4.575042245519497,-1.9871210527233563,9.000250952154616,-0.02217707155570323
743,744,167,30.0,0.75,0.25,0.0,4.8741,4.8738,13.2515,89.9879,90.0131,120.0014,0.0375,4.478,-3.563041266251711,-1.5399338593301046,-3.1556274414275145,1.6034715874002436,6.718668707679223,-0.06353772807013831,-7.516659178656087,-2.4465035160842987,-6.552209040532506,2.560926764893718,14.068868219188595,-0.11442324880941984,-11.868100447844057,-4.331612009826006,-6.45832151316924,5.277075231115774,18.326421961013295,-0.9454632212897667,0,0,0,0,0,0
744,745,194,80.0,0.3125,0.2812,0.4062,6.5822,6.5819,24.3861,90.012,90.0049,119.9923,0.263,1.2802,-12.38876867785874,-4.3457953292514135,-9.653621079207944,4.720807557775345,22.042389757066687,-0.3750122285239252,-11.945142306707192,3.9969945046536983,-12.66590610644476,-3.9197111271935094,24.61104841315196,-0.07728337746019252,-29.354263756873294,-10.063918994828233,-27.800397851926494,10.247992559080636,57.15466160879982,-0.18407356425239377,-12.727189282611135,4.698324426429565,-13.402427978686836,-4.618073317735744,26.129617261297977,-0.08025110869381442
745,746,33,80.0,0.5938,0.1875,0.2188,10.2095,8.7473,9.375,90.0032,90.0015,90.0009,0.1919,2.5224,-1.969472364119908,4.750981513003007,-6.869409804008785,-3.2689927498023184,8.838882168128693,-1.4819887632006896,10.41760459798593,-0.5469682727692197,-5.789302514758078,-7.08839839001914,-4.628302083227852,7.635366662788365,-9.537902417972541,-12.475124512628634,17.185629637346707,-0.9495361859150132,-7.64772721937417,13.424660698543653,-0.2777936880947868,3.4784053301801876,4.077165538291843,-1.5551854381602472,-3.799371850197054,-1.9232198920199404
